event_id,customer_id,order_id,event_timestamp,event_type,session_id,device_type,zone_context,api_latency_ms,success_flag
AE00594,C0208,O00618,2024-03-03 09:59:00,track_order,S43752,iOS,West,308,1
AE00595,C0610,O00716,2025-10-02 23:19:00,eta_refresh,S26110,Android,South,142,1
AE00596,C0174,O00190,2024-01-01 19:53:00,eta_refresh,S32843,iOS,Airport,462,1
AE00597,C0514,O00030,2024-12-02 18:45:00,track_order,S92720,iOS,Riverside,234,1
AE00598,C0461,,2024-06-05 00:16:00,chat_opened,S43230,Android,North,712,1
AE00599,C0410,O00517,2024-09-10 00:17:00,chat_escalated,S52699,Web,Riverside,282,1
AE00600,C0634,O00251,2024-12-03 03:06:00,payment_retry,S11815,iOS,West,432,1
AE00601,C0503,O00374,2025-01-06 09:15:00,delivery_instruction_update,S37139,Android,North,850,1
AE00602,C0278,O00559,2024-11-29 17:16:00,chat_opened,S47257,Android,SOUTH,355,1
AE00603,C0232,O00960,2024-07-04 16:58:00,search_route,S62391,Web,SOUTH,552,1
AE00604,C0378,O00338,2024-05-05 23:01:00,search_route,S93133,iOS,Ctr,266,1
AE00605,C0576,O01052,2024-07-20 03:58:00,chat_escalated,S79827,Web,NORTH,235,0
AE00606,C0442,O00536,2025-01-20 17:25:00,eta_refresh,S68063,iOS,South,394,1
AE00607,C0128,O01228,2024-10-05 00:14:00,eta_refresh,S70979,iOS,NORTH,609,1
AE00608,C0032,O00812,2025-10-21 12:26:00,eta_refresh,S22172,Web,Riverside,60,1
AE00609,C0003,O00895,2025-06-27 12:45:00,payment_retry,S43719,iOS,Riverside,715,1
AE00610,C0590,,2025-06-19 02:45:00,track_order,S62267,Web,Airport,60,1
AE00611,C0038,O00716,2024-11-01 15:56:00,track_order,S52284,Android,Riverside,60,1
AE00612,C0446,O00508,2024-07-26 04:10:00,track_order,S42727,Web,West,605,1
AE00613,C0263,O00620,2025-03-03 17:24:00,search_route,S70320,Android,West,355,1
AE00614,C0351,O00652,2024-05-01 01:28:00,eta_refresh,S73106,Android,Ctr,154,1
AE00615,C0450,O00983,2025-09-04 00:03:00,eta_refresh,S99323,iOS,WEST,322,1
AE00616,C0340,O00578,2025-04-08 21:34:00,delivery_instruction_update,S42991,Android,SOUTH,569,1
AE00617,C0131,,2025-07-21 05:36:00,chat_opened,S95435,iOS,Ctr,770,1
AE00618,C0058,O01053,2025-05-14 10:54:00,track_order,S64470,iOS,NORTH,294,1
AE00619,C0279,O00904,2024-03-14 15:05:00,cancel_attempt,S29439,iOS,West,551,1
AE00620,C0017,O01083,2025-08-02 12:06:00,track_order,S69072,Android,North,448,1
AE00621,C0141,O01114,2025-10-30 17:01:00,delivery_instruction_update,S54683,Android,EAST,778,1
AE00622,C0052,,2024-05-31 16:42:00,eta_refresh,S48972,iOS,North,440,1
AE00623,C0168,O00809,2025-01-04 07:15:00,track_order,S80005,Android,Airport,444,1
AE00624,C0214,O00374,2025-06-27 06:15:00,delivery_instruction_update,S81380,iOS,Airport,1285,1
AE00625,C0650,O00427,2024-08-18 13:02:00,search_route,S41166,Android,SOUTH,333,1
AE00626,C0159,O00492,2024-09-29 13:26:00,track_order,S38639,Android,West,414,1
AE00627,C0357,,2024-11-25 02:30:00,search_route,S10635,Web,North,225,1
AE00628,C0264,O00101,2025-05-06 06:56:00,eta_refresh,S90532,Android,EAST,462,1
AE00629,C0412,O01113,2025-08-29 10:33:00,track_order,S17041,Android,WEST,211,1
AE00630,C0161,O00372,2025-06-18 06:26:00,chat_opened,S53370,iOS,SOUTH,60,1
AE00631,C0106,O00340,2024-04-03 16:30:00,chat_escalated,S75165,iOS,SOUTH,313,1
AE00632,C0459,O00658,2024-10-03 01:10:00,chat_opened,S57477,Android,SOUTH,283,1
AE00633,C0298,O00533,2024-07-22 05:38:00,delivery_instruction_update,S42849,Web,NORTH,242,1
AE00634,C0240,,2024-02-13 14:15:00,chat_escalated,S33275,Android,Riverside,398,0
AE00635,C0175,O00485,2025-09-04 14:17:00,delivery_instruction_update,S65669,iOS,North,245,1
AE00636,C0431,O00575,2025-12-07 01:24:00,chat_opened,S12829,Web,South,172,1
AE00637,C0550,O01112,2024-05-22 07:43:00,search_route,S63179,Web,CENTRAL,535,1
AE00638,C0184,O01227,2024-09-08 23:22:00,eta_refresh,S73176,Android,EAST,758,1
AE00639,C0191,O00991,2025-01-06 07:47:00,eta_refresh,S77218,Android,Ctr,223,1
AE00640,C0182,,2025-04-15 23:12:00,track_order,S76489,iOS,Central,449,1
